Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi
Mantap,Stefanus Baites,5,2023-02-25 11:40:01,InfoBMKG
Sangat bermanfaat,sin benggu,5,2023-02-25 10:23:35,InfoBMKG
Nambah pengalaman,Sundari Yanto,5,2023-02-25 09:02:03,InfoBMKG
Bagus,Odang Gordyn,5,2023-02-25 08:56:30,InfoBMKG
"Cari lokasi ITU ya di buat per provinsi jd gampang di di cari, ini TDK teraratur amburadul cari kecamatan lama bngt... Ku ksh bintang 4 dl, klu sdh di perbaiki cari lokasi kecamatan perprovinsi bar aku ksh bintang 5",Lalu hadiman Yakub sh,4,2023-02-25 07:04:13,InfoBMKG
Sudah Ok..,Carla Malonda,5,2023-02-25 03:21:24,InfoBMKG
Mantap,Erik Alam,5,2023-02-25 02:46:57,InfoBMKG
Akurat,TB Farm,5,2023-02-25 02:43:39,InfoBMKG
Bagus dan bermanfaat. Terima kasih.,GUS_AGUS,5,2023-02-25 01:08:58,InfoBMKG
Bagus,sansan sansan,5,2023-02-25 00:02:02,InfoBMKG
Akurat,Ngurah Bojes,5,2023-02-24 23:04:06,InfoBMKG
Semoga bermanfaat,Fais Indra Kusuma,5,2023-02-24 21:38:16,InfoBMKG
Ok,Dwi Agus Priyanto,5,2023-02-24 20:14:24,InfoBMKG
saya kasih bintang 3 dulu. alasannya. kok di situ ada pemberian ada pemberitahuan. bmkg 2 item baru. kok saya cari-cari nggak ada notifikasinya. buat pengembang mohon diperbaiki lagi. setelah saya mengupdate versi terbaru. ke pemberitahuannya bmkg terhenti terus. untuk yang lain-lainnya. membantu banget. deh pokoknya mantap untuk info bmkg. begitu ya. untuk kalau bisa. kita bikin akun dulu. biar nanti ke sananya tahu. biar lebih akurat. pokoknya infonya. pembantu banget deh.,Iman Sulaeman,3,2023-02-24 15:12:36,InfoBMKG
Oke,Putra Pertama,4,2023-02-24 15:07:21,InfoBMKG
Mantap,Aura Sh,5,2023-02-24 15:04:15,InfoBMKG
Good,ronaldos sumono,4,2023-02-24 14:55:28,InfoBMKG
👍👍,John Oktaviano Rolando,5,2023-02-24 14:34:02,InfoBMKG
Good,Sandro Leonardo,5,2023-02-23 10:55:20,InfoBMKG
Dagangan,Made Sadwika,1,2023-02-23 10:42:17,InfoBMKG
"Meski terpisah jarak, aku tetap mengingat keluargaku di kampung halaman",Afdal Saputra,3,2023-02-23 05:07:01,InfoBMKG
Mengharap keakuratan dlm imformasinya..,Muhamad Asrori,5,2023-02-22 13:38:03,InfoBMKG
"Ntah bug atw apa Untuk perkiraan angin kurang akurat,",Soutan Arif,3,2023-02-22 11:48:50,InfoBMKG
Jempol dah Abis,Takdir Muliono,4,2023-02-22 05:37:48,InfoBMKG
Ok,Muhammad akbar Tambayong,5,2023-02-21 05:15:43,InfoBMKG
Aktifkan,Riyadi Sulaiman,5,2023-02-21 04:32:18,InfoBMKG
Jos,LANCAR FASHION83,5,2023-02-20 14:31:10,InfoBMKG
Aplikasi ini HARUS LEBIH BAIK lagi!!! PERBAIKI !!! Tidak akurat... Presentasi tingkat akurasi untuk wilayah saya hanya 2% Jadi melenceng 98%,War Humanity,1,2023-02-19 14:49:19,InfoBMKG
New update Version supported on mobile device Realme C 30,UltraMan Regulus,5,2023-02-19 09:27:07,InfoBMKG
Coba bagus gk berita nya bener ap gk,kk Dadan Dadan,3,2023-02-18 10:33:52,InfoBMKG
Baik dan akurat,Gatot teguh Arip arianto,5,2023-02-18 10:25:38,InfoBMKG
Perubahan pemberitahuan terkini diberanda sesuai lokasi perlu ditingkatkan,Ketut Dartia,3,2023-02-18 00:23:22,InfoBMKG
Untuk mengetahwi kedan gempa,Rima Afriani,5,2023-02-18 00:09:31,InfoBMKG
Sangat cocok,Dohar Sinaga,5,2023-02-17 08:23:56,InfoBMKG
Infonya kurang update...,Thoyo Wijoyo,1,2023-02-17 07:55:24,InfoBMKG
mohon buat responnya lebih di percepat jangan sampai nanti kami sudah mati baru ada himbauan,muhammad jimmy as-sidiq,1,2023-02-17 07:38:54,InfoBMKG
Good,01_DP III T.A_ muhammad Ilham,4,2023-02-17 04:07:30,InfoBMKG
Bagus,Akbartt Daeng,5,2023-02-16 22:51:41,InfoBMKG
Jng trs²an di update dong perasaan tiap bulan di udpate nya🥴🥴..kl blm di update ga bisa Nerima notif 🥴🥴,dita tri,4,2023-02-16 10:35:37,InfoBMKG
Lebih nyaman sama tampilan yg lama,Fredd Drogo,4,2023-02-16 06:31:41,InfoBMKG
Info cuaca trims,daniel mote,5,2023-02-15 06:27:26,InfoBMKG
"Info jangan terlambat, berita harus cepat tanggap",Candra Yoga,5,2023-02-14 15:58:41,InfoBMKG
Info BMKG sangat berguna utk mengetahui keadaan cuaca dan gempa bumi.,wid wirai,5,2023-02-13 09:58:16,InfoBMKG
Sangat Berguna Sekali Aplikasinya,SUGIYANTO,5,2023-02-13 07:31:08,InfoBMKG
Smg bekerja dgn baik bagi indonesia,Djulianus Fina,5,2023-02-13 06:49:53,InfoBMKG
Sgat membantu,Agus Salim,5,2023-02-13 02:02:11,InfoBMKG
Tdk sprt doloe+ribet nyelimet mending instal luar negri punya.,Af Rizal,1,2023-02-12 14:51:57,InfoBMKG
Kenapa fitur lebih bagus sebelum update.,Mardi Bandhil,4,2023-02-12 11:38:20,InfoBMKG
Sengaja rating jelek biar fiturnya diperbanyak. Tolong dong untuk bagian citra satelit sama radar ditambah fitur timeline/ timelapse biar kita juga bisa arah pergerakan awan maupun hujan,Mohamad Amhar,2,2023-02-11 18:36:19,InfoBMKG
Cuaca pantar,Ananias Dang,5,2023-02-11 11:40:40,InfoBMKG
Maaf Aku kurangi lagi bintangnya. Jaringan bagus tp susah masuk. buat main game online juga bisa buka. masa buat info BMKG malah gagal dalam pengambilan data terus. Tolong UPDATE dibikin seringan mungkin.,Aji Anwari,5,2023-02-11 10:46:00,InfoBMKG
"Muncul notifikasi tapi gak bisa dibuka, harus masuk ke aplikasi baru bisa di buka....",Rafnes Lalihatu,2,2023-02-11 09:13:51,InfoBMKG
Bagus membantu,Neman Sulaeman,5,2023-02-11 04:12:50,InfoBMKG
"fantastic....,👍🏻👍🏻",jaelani bolan,4,2023-02-10 14:03:11,InfoBMKG
"info telat. lepas gempa baru di update info nya. tailah, cuma gitu semua orang juga bisa.",akang senju,2,2023-02-10 13:56:26,InfoBMKG
Sangat bermanfaat sekali aplikasi ini.. kita jadi tau dimana saat ada gempa dan titik lokasinya... jadi bisa waspada,Abdul Razak,5,2023-02-10 09:43:54,InfoBMKG
"Hasil gempanya kurang real time. Di Ig sudah di upload besaran gempanya, di aplikasi belum. Kalau ada peringatan tsunami, sdh keburu tersapu baru muncul hasilnya.",Florentina Melani,1,2023-02-10 09:14:07,InfoBMKG
"notifikasi info gempa sering berulang masuknya. Pemberitahuan cuaca ekstrim tidak lagi muncul setelah update versi terbaru. Kemudian soal pemberitahuan gempa seharusnya bisa dibatasi dengan jarak, kecuali gempa besar. Karena gempa kecil2 di tempat yg jauh notifikasi sehari bisa lebih dari 7x cukup mengganggu.",Surya Wibisana,3,2023-02-10 04:28:32,InfoBMKG
"Kekurangannya cuma ga ada notifikasi ketika terjadi gempa, semoga segera di update🙏",Dhika Fitriadi,5,2023-02-10 02:57:39,InfoBMKG
ok,henry ZLD,5,2023-02-09 16:40:36,InfoBMKG
ok,marlion trivotus,4,2023-02-09 12:39:44,InfoBMKG
Suka.,Tolan Untung,5,2023-02-09 11:03:11,InfoBMKG
"Udah bagus cuman lokasi nya tolong di tentukan yah dan biasa suka ngek"" jadi kepengen hapus",Putri Kaisarea,3,2023-02-09 08:59:35,InfoBMKG
"UI boros, font besar² tidak bisa di setting.",Nur Muhammad Syafei,2,2023-02-09 08:45:43,InfoBMKG
"Tolong notifikasi gempa nya di perbarui, update terbaru jadi mengganggu sekali, masa 1 peringatan gempa ada 4 notif muncul barengan dalam 1 waktu jeda 2 detik. Posisi gempa nya sama semua 4 notif. Sangat2 mengganggu. Kembalikan notifikasi semula, 1 peringatan gempa cukup 1 notifikasi.",Kurniawan Pradana,1,2023-02-09 07:44:25,InfoBMKG
"Sering dapat notifikasi gempa, tapi notifikasi cuaca gak ada masuk",I KETUT SUKADANA,2,2023-02-09 07:40:12,InfoBMKG
"aplikasi bagus, tp kadang kurang update infonya dan setelah diperbarui aplikasi ternyata untuk loading malah lambat",rahmmad rinanto,4,2023-02-09 07:05:27,InfoBMKG
Cara mengetaui angin kencang,parto parto,5,2023-02-09 06:46:08,InfoBMKG
"saya kasih bintang 3 dulu.. klo bisa tambah fitur bunyi notifikasi suara misal ""gempa"" atau lainnya.. kalo bisa saya kasih bintang 5.. karena bunyi notifnya jd sama dengan yg lain ini notif apa kan jd ga langsung tau klo ga dibuka.",Tri Prabowo Swasono,3,2023-02-09 05:44:19,InfoBMKG
👌👍🙌🙏,Bisma Ryan Galaxi,5,2023-02-09 05:25:37,InfoBMKG
mungkin akan lebih baik lagi jika fitur radar dan citra satelitnya berfungsi.,Muhammad Sakuri,3,2023-02-09 03:54:33,InfoBMKG
Uninstall 👎,Mahmud Maulid Doe,1,2023-02-08 18:05:22,InfoBMKG
Masa tiap sebentar muncul notifikasi gempa yang di bawah 5 SR di tempat yang jauh dari tempat saya. Tolong dibuatkan di pengaturan untuk notifikasi gempa berdasarkan besarnya gempa dan juga berdasarkan jarak gempa dari lokasi! Terima Kasih.,zick shinoda,1,2023-02-08 13:42:47,InfoBMKG
Bagus,Siti Nur Aliah,1,2023-02-08 12:17:41,InfoBMKG
Lebih cepat lagi infonya khusus daerah papua,Mustakim “Mustakim” Mustafa,4,2023-02-08 11:55:28,InfoBMKG
Semenjak ABDATE jadi LEMOT👎👎👎info terbaru lama sangat🤔👎🤦ada 30mnit Bru masuk🤦👎payah !!!!,Endra Setiawan,2,2023-02-08 11:50:30,InfoBMKG
"Tolong di perbaiki lagi aplikasinya, notifikasinya tidak bisa kita terima di waktu dekat. Notifikasi yang di terima saat ini selisih waktunya sangat jauh🤦",PERINTIS PERINTIS,1,2023-02-08 03:06:42,InfoBMKG
Prayfor truky,Anggun,5,2023-02-07 22:46:05,InfoBMKG
Mantap aplikasi terbaik dapat memperingatkan kita sebelum bencana alam terjadi,Yan Alex Worabai,5,2023-02-07 15:46:32,InfoBMKG
Susah dibuka,Kasiyanto Kasiyanto,3,2023-02-07 13:38:14,InfoBMKG
"Tolong diberbaiki koneksi failed,padahal pake jaringan wifi dan data tapi malah koneksi failed.",ammar betta,1,2023-02-07 07:01:40,InfoBMKG
Informasi nya muantap,Syekh Fadhil Al Jagat Arsy,5,2023-02-07 01:12:22,InfoBMKG
"Frontend web developer nya keren uy, UI nya jadi mantebbbb",Fauzan Riza Sungkar,5,2023-02-07 00:58:12,InfoBMKG
"Catatan buat tim developer,, untuk notifikasi gempa tolong yang diberi Bold atau huruf besar jangan cuman tulisan TSUNAMI nya saja, tapi diperjelas apakah berpotensi atau tidak nya juga diberi BOLD atau HURUF BESAR,,, BIKIN SALAH KAPRAH TAU GAA!! CUMA BIKIN TAKUT PENGGUNA AJAA!!! UDAH NOTIF TELAT BIKIN SALAH KAPRAH DOANG!!!",Riu,2,2023-02-07 00:51:48,InfoBMKG
"Tolong diperbaiki lagi aplikasinya suka ngelag kalau saat terjadi gempa mungkin karena banyak orang yang masuk dalam aplikasi,kedepan nya mungkin bisa diperbaiki masalah tersebut",Barbar Life,4,2023-02-07 00:49:51,InfoBMKG
Iig. G m. V,Ari kurniawan Nawan,1,2023-02-06 13:26:23,InfoBMKG
Kenapa pembaruan terus??????????????????????????,Amenk CINTA NKRI,1,2023-02-06 12:07:30,InfoBMKG
Bagus banget Dan asli,Nabil Algifari,5,2023-02-06 00:46:59,InfoBMKG
"Bagus. Mohon tingkatkan keakuratan data terkait prediksi cuaca dan potensi bencana di seluruh Indonesia, dari kota besar hingga daerah pelosok.",Nasiruddin bin Mawardi,5,2023-02-05 23:38:22,InfoBMKG
Kok selalu keluar sendiri perbaiki lagi,Sulaiman Suhdi Supervisor,2,2023-02-05 14:09:22,InfoBMKG
Bagus dan cepat mendapatkan informasi,Desi Manurung0212,5,2023-02-04 03:06:18,InfoBMKG
Tolong sediakan fitur widget untuk pemberitahuan cuaca dan bencana🙏🙏🙏,Aku Kamu (A.a.a),5,2023-02-03 11:18:27,InfoBMKG
"Sangat membantu, tapi kadang kurang akurat",Husni Ahmad,4,2023-02-02 16:58:56,InfoBMKG
Lebih ditingkatkan lagi early warning systemnya dengan Bun atau Ringtone Bahaya,Ari Permana,5,2023-02-02 13:45:54,InfoBMKG
"Aplikasi ini sangat berguna ketika anda ingin mengetahui bencana,cuaca di hp anda😁",Hiroshi Katsuro,5,2023-02-02 13:38:59,InfoBMKG
coba. dulu semoga akurat,Brak Oiyoiy,4,2023-02-02 12:53:09,InfoBMKG
"Apk cukup bagus karena kita bisa.melihat gempa dimana dan cuaca di daerah kita gmn , ini lumayan bagus. THANKS BMKG",03_Alfa Briliant Pangestu,5,2023-02-02 12:34:51,InfoBMKG
"Sudah berapa kali ada notifikasi gempa tapi tidak saya buka, ketika mau saya buka kenapa aplikasi nya keluar lagi ya, ketutup lagi, ga bisa buka aplikasi, padahal sudah di update, akhirnya sy uninstall, di restart, di install lagi tapi tetep sama ketika dibuka, ketutup lagi aplikasi nya, itu kenapa ya, mohon penjelasan nya, krn ini aplikasi yg bagus banget, sy pengen install lagi tapi kalo ga bisa kebuka kan sayang banget",Eko Susilowati,5,2023-02-02 02:43:11,InfoBMKG
App bermanfaat,Asef Solehuddin,5,2023-02-01 17:58:35,InfoBMKG
"Lamaaaa bangett updatee nyaaa...keduluan gempa besar baru update, kita khawatir banget lohh, alangkah lebih baik jika kedepannya lebih mempercepat update nyaa. Terimakasih",Silvie Fatriscia,1,2023-02-01 16:27:36,InfoBMKG
Apk nya sanggat bagus dan per maafaat,Amir Hamzah,5,2023-02-01 16:25:09,InfoBMKG
kenapa sekarang jadi makin telat dapat infonya. biasanya pas ada gempa langsung muncul tp sekarang lama 10 mnit setelah kejadian. tolong di perbaiki. terimakasih,Budi Primanto,1,2023-02-01 16:06:39,InfoBMKG
Setelah update jadi gak bisa di buka,Suhada Kaltim,5,2023-02-01 06:24:11,InfoBMKG
"Aplikasigak guna banget, infonya tlat mulu",Eris Setiawan,1,2023-02-01 05:45:00,InfoBMKG
Gempa terdekat lokasi saya (cianjur) kok malah sering ga muncul ya sejak diperbarui. Malah dari instagram bmkg baru bisa lihat updatean gempanya,Tinah Rustinah,2,2023-02-01 05:15:34,InfoBMKG
"Good, buat antisipasi keadaan dari benca",ismail,4,2023-02-01 03:45:24,InfoBMKG
Aplikasi INFO BMKG Tidak memiliki informasi tentang Vulkanologi. Informasi Vulkanologi itu kan ranahnya BMKG. Kedepannya info BMKG menambahkan Info aktivitas Vulkanik supaya pendaki atau orang yang beraktifitas dekat dengan vulkano tahu indikasi bahaya atau tidak nya.,kardiyat syafiq,5,2023-02-01 03:14:09,InfoBMKG
Good,Yatno no,5,2023-01-31 17:06:28,InfoBMKG
Real,Trap Bos,5,2023-01-31 14:15:31,InfoBMKG
TAT 86 INDONEISA AYUB 86 TERNATE,AYUB86 TAT INDONESIA TERNATE,5,2023-01-31 00:56:12,InfoBMKG
"Seharusnya aplikasi ini mempunyai warning sistem yg terpadu, entah itu peringatan cuaca, gempa bumi dll yg real time. Ditambah pula dengan widget cuaca, gempa dll",Adimas Waskito Jati,5,2023-01-29 21:30:05,InfoBMKG
Oke,romli setiawan,5,2023-01-29 14:52:40,InfoBMKG
Bagus,Nizar Effendi,5,2023-01-29 14:47:06,InfoBMKG
Bagus,Ras Tini,5,2023-01-29 05:44:51,InfoBMKG
very helpful in daily outdoor activities & when traveling,Arrus Arkamaluddin,5,2023-01-29 00:04:21,InfoBMKG
Bagus Sejali,Amigo Sobo,5,2023-01-28 20:31:26,InfoBMKG
Bagus,Fahri Fadhial nasution,5,2023-01-28 15:49:06,InfoBMKG
Di per detail lagi lokasi nya dan letak posisi kita biar dapat langsung sasaran dan lebih di pertajam dengan satelit yang ada di lokasi .,APIS UDIN,3,2023-01-28 14:53:20,InfoBMKG
Lebih mendekati donk tentang cuacanya...,Fadli Skumbank,5,2023-01-28 14:08:23,InfoBMKG
"kok malah tambah jelek updatetannya, bagusan yg belum di update simple",Cepi Sumantri,1,2023-01-28 11:36:23,InfoBMKG
Infomasi yang bermanfaat,Bangbang Kuncoro hadi (Bams),5,2023-01-28 10:25:09,InfoBMKG
Susah amat download nya ya..,Hari Ginanjar,1,2023-01-28 05:12:04,InfoBMKG
lebih bagusnya cuaca bisa di widget atau layar depan.....,Lutfi zakaria,4,2023-01-28 02:36:57,InfoBMKG
Terima kasih sangat membantu utk informasi,Ahmad Jayadi83,5,2023-01-27 23:17:02,InfoBMKG
Ini penting kasih 5,Risman Rusdy,5,2023-01-27 11:45:33,InfoBMKG
Good job 👍👍,salima edi,5,2023-01-27 06:43:59,InfoBMKG
Sanggat bermampaat,Herman Eni,5,2023-01-25 23:40:26,InfoBMKG
Semangat 🤲🏻,Rizky Pramana,5,2023-01-25 11:42:42,InfoBMKG
Nice,mil0dino rorr,5,2023-01-25 04:06:46,InfoBMKG
maaf kolo bisa di tambah alarem gempa dan cuaca....notifikasi dan PDC y gak bisa di update/bagikan... Tolong dong pak PDC y biar bisa di share,Pengguna Google,5,2023-01-25 02:25:23,InfoBMKG
Top,Indra Yudha,5,2023-01-25 01:02:26,InfoBMKG
Ok,Cek Gma,5,2023-01-24 13:00:24,InfoBMKG
Mantap..👍👍👍,Sunce Bawangun,5,2023-01-24 06:30:10,InfoBMKG
Ok,IrmaJO Syarif,5,2023-01-24 02:48:36,InfoBMKG
Maju terus,Wawan Ridwan,5,2023-01-24 01:56:50,InfoBMKG
Allus,Iwan Nawawi,5,2023-01-23 23:20:48,InfoBMKG
Sangat cepat memberi informasi nya,Adista Kanaya10,4,2023-01-23 19:56:19,InfoBMKG
"Notifikasi pasca gempa telat dan tidak akurat, Gempa pukul 2 dini hari, notifikasi muncul jam 6 pagi",Wilzam Gaming,2,2023-01-23 19:53:16,InfoBMKG
Saya sangat senang karna sangat membantu kami dalam aktifitas kami seha hari trimakasih...,Sudirman Halawa,5,2023-01-23 05:14:10,InfoBMKG
Gw ngrasaiin tiap hari kok gempa mulu ya awal tahun ini .sluruh daerah prasaan gempa mulu apa mau kiamat,Yoga Aditia,5,2023-01-22 13:45:49,InfoBMKG
Mohon di kasih widget jadi tidak harus buka aplikasi kalau liat cuaca...,Andri Ahmadi,4,2023-01-22 00:11:03,InfoBMKG
Baik s x,Wemfriet Riambang,5,2023-01-21 15:50:37,InfoBMKG
Sangat Bermanfaat👍👍,Lian Handling,5,2023-01-21 08:31:50,InfoBMKG
Ok,Hasan Basri Nasution,5,2023-01-21 04:22:54,InfoBMKG
good,Rifai Nasir,5,2023-01-20 23:38:30,InfoBMKG
"Bintang 3 dulu, soalny untuk titik lokasi di hp saya tidak bisa langsung pindah secara otomatis pindah, semoga bisa di perbaiki kembali",Muh Nursin (Usin),3,2023-01-20 13:50:23,InfoBMKG
Good aplikasi,Angkino Franz,4,2023-01-19 16:20:50,InfoBMKG
Mantappp,Aryo Mareray,5,2023-01-19 13:44:40,InfoBMKG
Baik,Ronny Ampkhi,5,2023-01-19 10:22:17,InfoBMKG
Berguna bagi nusa bangsa dan negara khususnya kita bangsa Indonesia,arif M,5,2023-01-19 09:04:36,InfoBMKG
ok,Mang Nani,5,2023-01-18 23:51:41,InfoBMKG
"Sangat membantu, dan semoga admin tetap semangat menciptakan hal yg sangat terbaik buat kedepannya. Semoga sukses terus 👍",Kurniawan Zai,5,2023-01-18 23:43:15,InfoBMKG
Oke,Enuh 1805,5,2023-01-18 22:14:29,InfoBMKG
Aman,dhex upeL (Gembil),5,2023-01-18 17:05:05,InfoBMKG
Baik,Rahmat Sanin,5,2023-01-18 13:32:26,InfoBMKG
"Untuk cuaca hujan tidak akurat 100%, diprediksi akan terjadi hujan petir, cuman cuaca berawan,,,, malah yg diprediksi berawan, ternyata hujan dengan insentitas lebat... Mohon diperbaiki sistem nya, agar masyarakat indonesia bisa lebih waspada dengan faktor iklim/cuaca",gunawan roihan,1,2023-01-18 12:53:59,InfoBMKG
No good,Rhey Anwar,1,2023-01-18 11:10:18,InfoBMKG
Sangat informatif dan terus up2date,arief prasetyo,5,2023-01-18 09:19:42,InfoBMKG
App yess,Hartini Alfatih,5,2023-01-18 06:58:37,InfoBMKG
Terlalu lama loding,Maulana Abdillah,1,2023-01-18 06:29:57,InfoBMKG
Update informasi sangat cepat,Rigen Wokas,5,2023-01-18 06:24:22,InfoBMKG
Diupgrade terus biar tidak lemot,AgungBike33 ManTheLike'98,5,2023-01-18 05:14:12,InfoBMKG
Sangat update terimakasih sangat membantu,Samuel Kristiawan,5,2023-01-18 01:17:25,InfoBMKG
Infonya terkini,Rafisun,5,2023-01-18 00:59:15,InfoBMKG
"Sangat sangat membantu,,,",Chaly Syahril,5,2023-01-18 00:52:53,InfoBMKG
Sangat membantu sekali,Ali Akbar,4,2023-01-18 00:47:00,InfoBMKG
Top,Daeng Sigerra,5,2023-01-18 00:42:14,InfoBMKG
Musim hujan di tebar garam ke laut. Jadinya di darat nggak hujan2. Hujan itu berkah lo....,Tri Yono,3,2023-01-17 14:11:20,InfoBMKG
Aku bangat aplikasi nya kita dpat jawaban nya semua..,Ta cania Juli,5,2023-01-17 14:10:21,InfoBMKG
Bagus,Yanti Wulandari,5,2023-01-17 12:58:37,InfoBMKG
"Dulu waktu masih pake yang lama sebelum update ulang notif sering muncul, sekarang kok gak pernah dapet notif lagi ya? 😭 Padahal udah cek setting berkali-kali takut gak aktif notifnya tapi notif udah aktif, tetep gak muncul notif kalo ada info gempa atau perkiraan cuaca.",Sitti Aminah,4,2023-01-17 12:57:22,InfoBMKG
Sangat membatu tentang informasi gempa terkini,Sugiono 1967,5,2023-01-17 11:40:37,InfoBMKG
sangat membantu masyarakat dalam mengetui info2 bmkg,Adi Sipa,5,2023-01-17 10:19:50,InfoBMKG
Sangat berguna,EMMANUEL SOTER,3,2023-01-17 09:01:21,InfoBMKG
Bagus banget sangat membantu,heri herdiansyah,5,2023-01-17 08:36:12,InfoBMKG
Sangat baik,Nasir S,5,2023-01-17 08:11:09,InfoBMKG
Terima kasih,Cahya Winardy,5,2023-01-17 07:51:35,InfoBMKG
Sangaat membantuuu,Misella Anggrainisetiawan,5,2023-01-17 06:46:17,InfoBMKG
HANYA DI FOKUSKAN GEMPA DIDAERAH JAWA DAN SEKITAR NYA SAJA.. APP GA GUNA.,Lunafreya2,1,2023-01-17 05:10:20,InfoBMKG
Mantab... Tampilan baru lebih modern dan lebih rinci..,Priyanto,5,2023-01-17 04:52:02,InfoBMKG
Ok,arif,5,2023-01-17 04:44:39,InfoBMKG
Bagus,avan fauzi,5,2023-01-17 04:38:57,InfoBMKG
"Aplikasi yang bagus, sangat bermanfaat, perlu di instal",Iskandar Arahman,5,2023-01-16 23:28:45,InfoBMKG
Bagusss,Umi fulakha,4,2023-01-16 15:10:14,InfoBMKG
"Lumayan bagus,tapi bagus pisam sedunia,..awok",Naqis Naqisal,3,2023-01-16 14:42:09,InfoBMKG
KEREN BANGET KALO ADA GEMPA LANGSUNG BUNYI NOTIFIKASI,Ubai Indo ff,5,2023-01-16 14:21:56,InfoBMKG
Sangat bermanfaat untuk mengetahui gempa bumi,muhamad adi,5,2023-01-16 13:42:34,InfoBMKG
Good,Hairudin Soltief,5,2023-01-16 12:44:07,InfoBMKG
Good,Habibi Soltief,5,2023-01-16 12:40:50,InfoBMKG
Sangat membantu bagi km nelayan,leo candra,1,2023-01-16 12:35:51,InfoBMKG
Bagus,Arif Budiman,5,2023-01-16 10:21:11,InfoBMKG
"Bug sudah diperbaiki, so 5 star.",Kiki Renita Sari,5,2023-01-16 09:24:06,InfoBMKG
Nice,Aldasefra,5,2023-01-16 06:00:57,InfoBMKG
"Aplikasi bagus, dengan tingkat akurasi gang relatif baik. Tolong di ubah antar muka untuk peringatan dini cuaca ya, jangan seperti paragraf tiada akhir, bisa dibuat sistematis sesuai wilayah dan wilayah yang lebih kecil.",Zulhan Arif,5,2023-01-16 05:20:13,InfoBMKG
Sangat fress perlu beradaptasi Lagi,Riyan Rt,4,2023-01-16 05:13:06,InfoBMKG
"Sangat bermanfaat untuk mengetahui informasi cuaca,gempa bumi dan iklim",Lalong mbeot,5,2023-01-16 05:05:43,InfoBMKG
Saran aja perlu dibuat list perhari biar tau gempa nya terjadi dimana dan brp x perharinya,Aldi Saputra,4,2023-01-16 00:09:47,InfoBMKG
Mantap sangat membantu kemungkinan kebenaran ramalan cuaca 60%,Macan Gembong,5,2023-01-15 14:13:53,InfoBMKG
Trima kasih bmkg sda menyelamatka kita semuanya sy ber termakasi sebanyak banyaknya,SUMARNI 04,5,2023-01-15 10:11:48,InfoBMKG
Berikan kami prediksi akurat sebelum bercana terjadi agar kami bisa bersiap diri.,ahza doel,5,2023-01-15 04:59:03,InfoBMKG
Ok....bisa membantu untuk mengetahui prakiraan cuaca,Niel Malko,4,2023-01-15 04:02:39,InfoBMKG
gud,Aryoo,5,2023-01-15 02:47:54,InfoBMKG
"berguna sekali,mantap",Rachmat Effendi,5,2023-01-15 02:22:59,InfoBMKG
Ok,Dwi Nano,4,2023-01-15 01:23:09,InfoBMKG
Oke bagus,RIZA KHOIRUL MUNA,5,2023-01-14 22:52:15,InfoBMKG
"Lumayan bagus, saya suka",Semuel Son,5,2023-01-14 19:17:07,InfoBMKG
Sangat membantu saya bisa tau titik gempa,Purnama Bin,5,2023-01-14 12:53:43,InfoBMKG
Informasi sangat berguna dan akurat,tamrin UPBU Marinda,5,2023-01-14 05:21:15,InfoBMKG
Ok bro,Indra Sisharyono,5,2023-01-14 03:09:54,InfoBMKG
"Ok, sangat membantu",Toko Buku,5,2023-01-13 23:02:05,InfoBMKG
Info yang sangat penting untuk kesiagaan,pe hamdi,5,2023-01-13 22:20:28,InfoBMKG
Kasih bintang 2 dulu. Soalnya notifikasinya ga muncul jadi ga tau di daerah kita ada peringatan cuaca atau ga 😭. Mohon di perbaikin lagi untuk notifikasinya 🙏🙏,SUNDARI,2,2023-01-13 21:50:11,InfoBMKG
Informatif,Zainul Fanani,5,2023-01-13 15:54:59,InfoBMKG
Siiiiip,Fendy Lpg,5,2023-01-13 14:55:14,InfoBMKG
Aplikasi ini bagus bisa mengetahui cuaca dimanapun,Kasma Jinne,5,2023-01-13 14:53:36,InfoBMKG
Cukup bagus,Elan Warsad (Sang Elang),5,2023-01-13 13:38:36,InfoBMKG
3 Bulan yg lalu di 2022 Sy unistal aplikasi BMKG karena Sy kecewa tdk seperti yg dulu sangat bagus sebelum di update ke versi terbaru. Tapi skrg Alhamdulillah Sy download lagi stelah ada parbaikan bagus seperti dulu kembali⭐⭐⭐⭐⭐🙏,M.I,5,2023-01-13 12:57:04,InfoBMKG
